Temperature,Pressure,Humidity,WindDirection(Degrees),Speed,Hour,SunRise,SunSet,MomentOfDay,fortnight,month,Rad
Normal,Normal,Normal,S,Normal,21,0-20,0-20,Night,fortnight 2,Sep,Low
Normal,Normal,Normal,E,Slow,21,0-20,0-20,Night,fortnight 2,Sep,Low
Normal,Normal,Normal,E,Normal,21,0-20,0-20,Night,fortnight 2,Sep,Low
Normal,Normal,Normal,S,Fast,21,0-20,0-20,Night,fortnight 2,Sep,Low
Normal,Normal,Normal,S,Normal,21,0-20,0-20,Night,fortnight 2,Sep,Low
Normal,Normal,Normal,S,Normal,20,0-20,0-20,Afternoon,fortnight 2,Sep,Low
Normal,Normal,Normal,E,Slow,20,0-20,0-20,Afternoon,fortnight 2,Sep,Low
Normal,Normal,Normal,E,Normal,20,0-20,0-20,Afternoon,fortnight 2,Sep,Low
Normal,Normal,Normal,E,Normal,20,0-20,0-20,Afternoon,fortnight 2,Sep,Low
Normal,Normal,Normal,E,Slow,20,0-20,0-20,Afternoon,fortnight 2,Sep,Low
Normal,Normal,Normal,E,Slow,20,0-20,0-20,Afternoon,fortnight 2,Sep,Low
Normal,Normal,Normal,S,Normal,20,0-20,0-20,Afternoon,fortnight 2,Sep,Low
Normal,Normal,Normal,S,Normal,20,0-20,0-20,Afternoon,fortnight 2,Sep,Low
Normal,Normal,Normal,S,Fast,20,0-20,0-20,Afternoon,fortnight 2,Sep,Low
Normal,Low,Normal,E,Normal,20,0-20,0-20,Afternoon,fortnight 2,Sep,Low
Normal,Low,Normal,S,Slow,20,0-20,0-20,Afternoon,fortnight 2,Sep,Low
Normal,Low,Normal,S,Normal,20,0-20,0-20,Afternoon,fortnight 2,Sep,Low
Normal,Low,Normal,E,Normal,19,0-20,0-20,Afternoon,fortnight 2,Sep,Low
Normal,Low,Normal,E,Normal,19,0-20,0-20,Afternoon,fortnight 2,Sep,Low
Normal,Low,Normal,E,Normal,19,0-20,0-20,Afternoon,fortnight 2,Sep,Low
Normal,Low,Normal,E,Normal,19,0-20,0-20,Afternoon,fortnight 2,Sep,Low
Normal,Low,Normal,E,Normal,19,0-20,0-20,Afternoon,fortnight 2,Sep,Low
Normal,Low,Normal,S,Slow,19,0-20,0-20,Afternoon,fortnight 2,Sep,Low
Normal,Low,Normal,E,Slow,19,0-20,0-20,Afternoon,fortnight 2,Sep,Low
Normal,Low,Normal,E,Slow,19,0-20,0-20,Afternoon,fortnight 2,Sep,Low
Normal,Low,Normal,S,Slow,19,0-20,0-20,Afternoon,fortnight 2,Sep,Low
Normal,Low,Normal,S,Normal,19,0-20,0-20,Afternoon,fortnight 2,Sep,Low
Normal,Low,Normal,E,Slow,19,0-20,0-20,Afternoon,fortnight 2,Sep,Low
Normal,Low,High,E,Slow,19,0-20,0-20,Afternoon,fortnight 2,Sep,Low
Normal,Low,High,E,Slow,18,0-20,0-20,Afternoon,fortnight 2,Sep,Low
Normal,Low,High,E,Normal,18,0-20,0-20,Afternoon,fortnight 2,Sep,Low
Normal,Low,High,E,Slow,18,0-20,0-20,Afternoon,fortnight 2,Sep,Low
Normal,Low,High,E,Slow,18,0-20,0-20,Afternoon,fortnight 2,Sep,Low
Normal,Low,High,E,Slow,18,0-20,0-20,Afternoon,fortnight 2,Sep,Low
Normal,Low,High,E,Slow,18,0-20,0-20,Afternoon,fortnight 2,Sep,Low
Normal,Low,High,E,Slow,18,0-20,0-20,Afternoon,fortnight 2,Sep,Low
Normal,Low,High,E,Slow,18,0-20,0-20,Afternoon,fortnight 2,Sep,Low
Heat,Low,High,N,Slow,18,0-20,0-20,Afternoon,fortnight 2,Sep,Med
Heat,Low,Normal,N,Slow,18,0-20,0-20,Afternoon,fortnight 2,Sep,Med
Heat,Low,Normal,N,Slow,18,0-20,0-20,Afternoon,fortnight 2,Sep,Med
Heat,Low,Normal,E,Slow,18,0-20,0-20,Afternoon,fortnight 2,Sep,Med
Heat,Low,Normal,E,Slow,17,0-20,0-20,Afternoon,fortnight 2,Sep,Med
Heat,Low,Normal,E,Slow,17,0-20,0-20,Afternoon,fortnight 2,Sep,Med
Heat,Low,Normal,N,Slow,17,0-20,0-20,Afternoon,fortnight 2,Sep,Med
Heat,Low,Normal,N,Slow,17,0-20,0-20,Afternoon,fortnight 2,Sep,Med
Heat,Low,Normal,N,Slow,17,0-20,0-20,Afternoon,fortnight 2,Sep,Med
Heat,Low,Normal,E,Slow,17,0-20,0-20,Afternoon,fortnight 2,Sep,Med
Heat,Low,Normal,E,Slow,17,0-20,0-20,Afternoon,fortnight 2,Sep,Med
Heat,Low,Normal,E,Slow,17,0-20,0-20,Afternoon,fortnight 2,Sep,Med
Heat,Low,Normal,E,Normal,17,0-20,0-20,Afternoon,fortnight 2,Sep,Med
Heat,Low,Normal,E,Normal,17,0-20,0-20,Afternoon,fortnight 2,Sep,Med
Heat,Low,Normal,E,Slow,17,0-20,0-20,Afternoon,fortnight 2,Sep,Med
Heat,Low,Normal,N,Slow,17,0-20,0-20,Afternoon,fortnight 2,Sep,Med
Heat,Low,Normal,E,Slow,16,0-20,0-20,Afternoon,fortnight 2,Sep,Med
Heat,Low,Normal,E,Normal,16,0-20,0-20,Afternoon,fortnight 2,Sep,High
Heat,Low,Normal,N,Slow,16,0-20,0-20,Afternoon,fortnight 2,Sep,High
Heat,Low,Normal,N,Fast,16,0-20,0-20,Afternoon,fortnight 2,Sep,High
Heat,Low,Normal,N,Fast,16,0-20,0-20,Afternoon,fortnight 2,Sep,High
Heat,Low,Normal,N,Normal,16,0-20,0-20,Afternoon,fortnight 2,Sep,High
Heat,Low,Normal,N,Normal,16,0-20,0-20,Afternoon,fortnight 2,Sep,High
Heat,Low,Normal,N,Slow,16,0-20,0-20,Afternoon,fortnight 2,Sep,High
Heat,Low,Normal,N,Normal,16,0-20,0-20,Afternoon,fortnight 2,Sep,High
Heat,Low,Normal,E,Normal,16,0-20,0-20,Afternoon,fortnight 2,Sep,High
Heat,Low,Normal,N,Normal,16,0-20,0-20,Afternoon,fortnight 2,Sep,High
Heat,Low,Normal,N,Fast,16,0-20,0-20,Afternoon,fortnight 2,Sep,High
Heat,Low,Low,N,Slow,15,0-20,0-20,Afternoon,fortnight 2,Sep,High
Heat,Low,Normal,N,Normal,15,0-20,0-20,Afternoon,fortnight 2,Sep,High
Heat,Low,Normal,E,Slow,15,0-20,0-20,Afternoon,fortnight 2,Sep,High
Heat,Low,Low,N,Normal,15,0-20,0-20,Afternoon,fortnight 2,Sep,High
Heat,Low,Normal,N,Normal,15,0-20,0-20,Afternoon,fortnight 2,Sep,High
Heat,Low,Normal,N,Normal,15,0-20,0-20,Afternoon,fortnight 2,Sep,High
Heat,Low,Normal,E,Normal,15,0-20,0-20,Afternoon,fortnight 2,Sep,High
Heat,Low,Low,E,Normal,15,0-20,0-20,Afternoon,fortnight 2,Sep,High
Heat,Low,Normal,N,Slow,15,0-20,0-20,Afternoon,fortnight 2,Sep,High
Heat,Low,Low,E,Normal,15,0-20,0-20,Afternoon,fortnight 2,Sep,High
Heat,Low,Normal,N,Normal,15,0-20,0-20,Afternoon,fortnight 2,Sep,High
Heat,Low,Normal,N,Slow,14,0-20,0-20,Midday,fortnight 2,Sep,High
Heat,Low,Low,E,Slow,14,0-20,0-20,Midday,fortnight 2,Sep,High
Heat,Low,Normal,E,Normal,14,0-20,0-20,Midday,fortnight 2,Sep,High
Heat,Low,Low,N,Slow,14,0-20,0-20,Midday,fortnight 2,Sep,High
Heat,Low,Low,N,Normal,14,0-20,0-20,Midday,fortnight 2,Sep,High
Heat,Low,Low,N,Normal,14,0-20,0-20,Midday,fortnight 2,Sep,High
Heat,Low,Low,N,Normal,14,0-20,0-20,Midday,fortnight 2,Sep,High
Heat,Low,Low,N,Fast,14,0-20,0-20,Midday,fortnight 2,Sep,High
Heat,Low,Low,E,Normal,14,0-20,0-20,Midday,fortnight 2,Sep,High
Heat,Low,Low,S,Normal,14,0-20,0-20,Midday,fortnight 2,Sep,High
Heat,Low,Low,N,Fast,14,0-20,0-20,Midday,fortnight 2,Sep,High
Heat,Low,Low,E,Fast,14,0-20,0-20,Midday,fortnight 2,Sep,High
Heat,Low,Low,N,Normal,13,0-20,0-20,Midday,fortnight 2,Sep,High
Heat,Low,Normal,E,Normal,13,0-20,0-20,Midday,fortnight 2,Sep,High
Heat,Low,Low,W,Slow,13,0-20,0-20,Midday,fortnight 2,Sep,High
Heat,Low,Low,N,Normal,13,0-20,0-20,Midday,fortnight 2,Sep,High
Heat,Low,Low,E,Fast,13,0-20,0-20,Midday,fortnight 2,Sep,High
Heat,Low,Low,E,Fast,13,0-20,0-20,Midday,fortnight 2,Sep,High
Heat,Low,Low,N,Fast,13,0-20,0-20,Midday,fortnight 2,Sep,High
Heat,Low,Low,N,Normal,13,0-20,0-20,Midday,fortnight 2,Sep,High
Heat,Low,Low,N,Normal,13,0-20,0-20,Midday,fortnight 2,Sep,High
Heat,Low,Low,N,Slow,13,0-20,0-20,Midday,fortnight 2,Sep,High
Heat,Low,Low,N,Normal,13,0-20,0-20,Midday,fortnight 2,Sep,High
Heat,Low,Low,N,Normal,13,0-20,0-20,Midday,fortnight 2,Sep,High
Heat,Low,Low,E,Fast,12,0-20,0-20,Midday,fortnight 2,Sep,High
Heat,Low,Low,N,Normal,12,0-20,0-20,Midday,fortnight 2,Sep,High
Heat,Low,Low,E,Normal,12,0-20,0-20,Midday,fortnight 2,Sep,High
Heat,Low,Low,N,Fast,12,0-20,0-20,Midday,fortnight 2,Sep,High
Heat,Low,Low,N,Fast,12,0-20,0-20,Midday,fortnight 2,Sep,High
Heat,Low,Low,N,Fast,12,0-20,0-20,Midday,fortnight 2,Sep,High
Heat,Low,Low,E,Normal,12,0-20,0-20,Midday,fortnight 2,Sep,High
Heat,Low,Low,N,Slow,12,0-20,0-20,Midday,fortnight 2,Sep,High
Heat,Low,Low,N,Normal,12,0-20,0-20,Midday,fortnight 2,Sep,High
Heat,Low,Low,N,Normal,12,0-20,0-20,Midday,fortnight 2,Sep,High
Heat,Low,Low,N,Normal,12,0-20,0-20,Midday,fortnight 2,Sep,High
Heat,Low,Low,N,Fast,11,0-20,0-20,Morning,fortnight 2,Sep,High
Heat,Low,Low,E,Normal,11,0-20,0-20,Morning,fortnight 2,Sep,High
Heat,Low,Low,N,Normal,11,0-20,0-20,Morning,fortnight 2,Sep,High
Heat,Low,Low,N,Slow,11,0-20,0-20,Morning,fortnight 2,Sep,High
Heat,Low,Low,N,Fast,11,0-20,0-20,Morning,fortnight 2,Sep,High
Heat,Low,Low,N,Fast,11,0-20,0-20,Morning,fortnight 2,Sep,High
Heat,Low,Low,N,Normal,11,0-20,0-20,Morning,fortnight 2,Sep,High
Heat,Low,Low,N,Fast,11,0-20,0-20,Morning,fortnight 2,Sep,High
Heat,Normal,Low,N,Normal,11,0-20,0-20,Morning,fortnight 2,Sep,High
Heat,Normal,Low,N,Fast,11,0-20,0-20,Morning,fortnight 2,Sep,High
Heat,Normal,Low,N,Fast,11,0-20,0-20,Morning,fortnight 2,Sep,High
Heat,Normal,Low,N,Normal,11,0-20,0-20,Morning,fortnight 2,Sep,High
Heat,Normal,Low,N,Normal,10,0-20,0-20,Morning,fortnight 2,Sep,High
Heat,Normal,Low,S,Normal,10,0-20,0-20,Morning,fortnight 2,Sep,High
Heat,Normal,Low,N,Fast,10,0-20,0-20,Morning,fortnight 2,Sep,High
Heat,Normal,Low,N,Normal,10,0-20,0-20,Morning,fortnight 2,Sep,High
Heat,Normal,Low,N,Normal,10,0-20,0-20,Morning,fortnight 2,Sep,High
Heat,Normal,Low,N,Normal,10,0-20,0-20,Morning,fortnight 2,Sep,High
Heat,Normal,Low,E,Normal,10,0-20,0-20,Morning,fortnight 2,Sep,High
Heat,Normal,Low,E,Slow,10,0-20,0-20,Morning,fortnight 2,Sep,High
Heat,Normal,Low,N,Slow,10,0-20,0-20,Morning,fortnight 2,Sep,High
Heat,Normal,Low,E,Slow,10,0-20,0-20,Morning,fortnight 2,Sep,High
Heat,Normal,Low,N,Normal,10,0-20,0-20,Morning,fortnight 2,Sep,High
Heat,Normal,Low,E,Normal,10,0-20,0-20,Morning,fortnight 2,Sep,High
Heat,Normal,Low,S,Slow,09,0-20,0-20,Morning,fortnight 2,Sep,High
Heat,Normal,Low,N,Normal,09,0-20,0-20,Morning,fortnight 2,Sep,High
Heat,Normal,Low,N,Slow,09,0-20,0-20,Morning,fortnight 2,Sep,High
Heat,Normal,Low,N,Slow,09,0-20,0-20,Morning,fortnight 2,Sep,High
Heat,Normal,Low,E,Normal,09,0-20,0-20,Morning,fortnight 2,Sep,High
Heat,Normal,Low,E,Normal,09,0-20,0-20,Morning,fortnight 2,Sep,High
Heat,Normal,Low,N,Slow,09,0-20,0-20,Morning,fortnight 2,Sep,High
Heat,Normal,Low,N,Slow,09,0-20,0-20,Morning,fortnight 2,Sep,High
Heat,Normal,Low,E,Normal,09,0-20,0-20,Morning,fortnight 2,Sep,High
Heat,Normal,Low,N,Slow,09,0-20,0-20,Morning,fortnight 2,Sep,High
Heat,Normal,Low,N,Slow,09,0-20,0-20,Morning,fortnight 2,Sep,High
Heat,Normal,Low,N,Normal,09,0-20,0-20,Morning,fortnight 2,Sep,High
Heat,Normal,Low,N,Fast,08,0-20,0-20,Morning,fortnight 2,Sep,High
Heat,Normal,Low,E,Slow,08,0-20,0-20,Morning,fortnight 2,Sep,High
Heat,Normal,Low,E,Normal,08,0-20,0-20,Morning,fortnight 2,Sep,High
Heat,Normal,Low,E,Normal,08,0-20,0-20,Morning,fortnight 2,Sep,High
Heat,Normal,Low,E,Slow,08,0-20,0-20,Morning,fortnight 2,Sep,High
Heat,Normal,Low,E,Slow,08,0-20,0-20,Morning,fortnight 2,Sep,High
Heat,Low,Low,N,Normal,08,0-20,0-20,Morning,fortnight 2,Sep,High
Heat,Low,Low,E,Normal,08,0-20,0-20,Morning,fortnight 2,Sep,High
Heat,Low,Normal,E,Slow,08,0-20,0-20,Morning,fortnight 2,Sep,High
Heat,Low,Normal,E,Slow,08,0-20,0-20,Morning,fortnight 2,Sep,High
Heat,Low,Normal,E,Normal,08,0-20,0-20,Morning,fortnight 2,Sep,High
Heat,Low,Normal,E,Slow,08,0-20,0-20,Morning,fortnight 2,Sep,High
Heat,Low,Normal,E,Slow,07,0-20,0-20,Morning,fortnight 2,Sep,High
Heat,Low,Normal,E,Slow,07,0-20,0-20,Morning,fortnight 2,Sep,High
Heat,Low,Normal,N,Slow,07,0-20,0-20,Morning,fortnight 2,Sep,High
Heat,Low,Normal,E,Slow,07,0-20,0-20,Morning,fortnight 2,Sep,High
Heat,Low,Normal,E,Slow,07,0-20,0-20,Morning,fortnight 2,Sep,High
Normal,Low,Normal,S,Normal,07,0-20,0-20,Morning,fortnight 2,Sep,Med
Normal,Low,Normal,S,Slow,07,0-20,0-20,Morning,fortnight 2,Sep,Med
Normal,Low,Normal,S,Normal,07,0-20,0-20,Morning,fortnight 2,Sep,Med
Normal,Low,Normal,S,Slow,07,0-20,0-20,Morning,fortnight 2,Sep,Med
Normal,Low,Normal,S,Normal,07,0-20,0-20,Morning,fortnight 2,Sep,Med
Cold,Low,Normal,S,Normal,07,0-20,0-20,Morning,fortnight 2,Sep,Med
Cold,Low,Normal,S,Normal,07,0-20,0-20,Morning,fortnight 2,Sep,Med
Cold,Low,Normal,S,Normal,06,0-20,0-20,Morning,fortnight 2,Sep,Med
Cold,Low,Normal,S,Normal,06,0-20,0-20,Morning,fortnight 2,Sep,Med
Cold,Low,Normal,S,Normal,06,0-20,0-20,Morning,fortnight 2,Sep,Med
Cold,Low,Normal,S,Normal,06,0-20,0-20,Morning,fortnight 2,Sep,Med
Cold,Low,Normal,S,Normal,06,0-20,0-20,Morning,fortnight 2,Sep,Med
Cold,Low,Normal,S,Normal,06,0-20,0-20,Morning,fortnight 2,Sep,Med
Cold,Low,Normal,S,Normal,06,0-20,0-20,Morning,fortnight 2,Sep,Med
Cold,Low,Normal,S,Normal,06,0-20,0-20,Morning,fortnight 2,Sep,Med
Cold,Low,Normal,S,Slow,06,0-20,0-20,Morning,fortnight 2,Sep,Med
Cold,Low,Normal,S,Normal,06,0-20,0-20,Morning,fortnight 2,Sep,Med
Cold,Low,Normal,S,Normal,06,0-20,0-20,Morning,fortnight 2,Sep,Med
Cold,Low,Normal,S,Normal,06,0-20,0-20,Morning,fortnight 2,Sep,Low
Cold,Low,Normal,S,Normal,05,0-20,0-20,Night,fortnight 2,Sep,Low
Cold,Low,Normal,S,Normal,05,0-20,0-20,Night,fortnight 2,Sep,Low
Cold,Low,Normal,S,Normal,05,0-20,0-20,Night,fortnight 2,Sep,Low
Cold,Low,Normal,S,Fast,05,0-20,0-20,Night,fortnight 2,Sep,Low
Cold,Low,Normal,S,Fast,05,0-20,0-20,Night,fortnight 2,Sep,Low
Cold,Low,Normal,S,Normal,05,0-20,0-20,Night,fortnight 2,Sep,Low
Cold,Low,Normal,S,Normal,05,0-20,0-20,Night,fortnight 2,Sep,Low
Cold,Low,Normal,S,Fast,05,0-20,0-20,Night,fortnight 2,Sep,Low
Cold,Low,Normal,S,Fast,05,0-20,0-20,Night,fortnight 2,Sep,Low
Cold,Low,Normal,S,Normal,05,0-20,0-20,Night,fortnight 2,Sep,Low
Cold,Low,Normal,S,Normal,05,0-20,0-20,Night,fortnight 2,Sep,Low
Cold,Low,Normal,S,Normal,04,0-20,0-20,Night,fortnight 2,Sep,Low
Cold,Low,Normal,S,Normal,04,0-20,0-20,Night,fortnight 2,Sep,Low
Cold,Low,Normal,S,Normal,04,0-20,0-20,Night,fortnight 2,Sep,Low
Cold,Low,Normal,S,Normal,04,0-20,0-20,Night,fortnight 2,Sep,Low
Cold,Low,Normal,S,Normal,04,0-20,0-20,Night,fortnight 2,Sep,Low
Cold,Low,Normal,S,Normal,04,0-20,0-20,Night,fortnight 2,Sep,Low
Cold,Low,Normal,S,Normal,04,0-20,0-20,Night,fortnight 2,Sep,Low
Cold,Low,Normal,S,Normal,04,0-20,0-20,Night,fortnight 2,Sep,Low
Cold,Low,Normal,S,Slow,04,0-20,0-20,Night,fortnight 2,Sep,Low
Cold,Low,Normal,S,Normal,04,0-20,0-20,Night,fortnight 2,Sep,Low
Cold,Low,Normal,S,Normal,04,0-20,0-20,Night,fortnight 2,Sep,Low
Cold,Low,Normal,S,Normal,04,0-20,0-20,Night,fortnight 2,Sep,Low
Cold,Low,Normal,S,Slow,03,0-20,0-20,Night,fortnight 2,Sep,Low
Cold,Low,Normal,S,Normal,03,0-20,0-20,Night,fortnight 2,Sep,Low
Cold,Low,Normal,S,Normal,03,0-20,0-20,Night,fortnight 2,Sep,Low
Cold,Low,Normal,S,Slow,03,0-20,0-20,Night,fortnight 2,Sep,Low
Cold,Low,Normal,S,Normal,03,0-20,0-20,Night,fortnight 2,Sep,Low
Cold,Low,Normal,S,Normal,03,0-20,0-20,Night,fortnight 2,Sep,Low
Cold,Low,Normal,S,Normal,03,0-20,0-20,Night,fortnight 2,Sep,Low
Cold,Low,Normal,S,Normal,03,0-20,0-20,Night,fortnight 2,Sep,Low
Cold,Low,Normal,S,Normal,03,0-20,0-20,Night,fortnight 2,Sep,Low
Cold,Low,Normal,S,Slow,03,0-20,0-20,Night,fortnight 2,Sep,Low
Cold,Low,Normal,S,Normal,03,0-20,0-20,Night,fortnight 2,Sep,Low
Cold,Low,Normal,S,Normal,03,0-20,0-20,Night,fortnight 2,Sep,Low
Cold,Low,Normal,S,Slow,02,0-20,0-20,Night,fortnight 2,Sep,Low
Cold,Low,Normal,S,Normal,02,0-20,0-20,Night,fortnight 2,Sep,Low
Cold,Low,Normal,S,Normal,02,0-20,0-20,Night,fortnight 2,Sep,Low
Cold,Low,Normal,S,Slow,02,0-20,0-20,Night,fortnight 2,Sep,Low
Cold,Low,Normal,S,Normal,02,0-20,0-20,Night,fortnight 2,Sep,Low
Cold,Low,Normal,S,Normal,02,0-20,0-20,Night,fortnight 2,Sep,Low
Cold,Low,Normal,S,Slow,02,0-20,0-20,Night,fortnight 2,Sep,Low
Cold,Low,Normal,S,Normal,02,0-20,0-20,Night,fortnight 2,Sep,Low
Cold,Low,Normal,S,Slow,02,0-20,0-20,Night,fortnight 2,Sep,Low
Cold,Low,Normal,S,Normal,02,0-20,0-20,Night,fortnight 2,Sep,Low
Cold,Low,Normal,S,Normal,02,0-20,0-20,Night,fortnight 2,Sep,Low
Cold,Low,Normal,S,Normal,02,0-20,0-20,Night,fortnight 2,Sep,Low
Cold,Low,Normal,S,Normal,01,0-20,0-20,Night,fortnight 2,Sep,Low
Cold,Low,Normal,S,Normal,01,0-20,0-20,Night,fortnight 2,Sep,Low
Cold,Low,Normal,S,Normal,01,0-20,0-20,Night,fortnight 2,Sep,Low
Cold,Low,Normal,S,Normal,01,0-20,0-20,Night,fortnight 2,Sep,Low
Cold,Low,Normal,S,Normal,01,0-20,0-20,Night,fortnight 2,Sep,Low
Cold,Low,Normal,S,Normal,01,0-20,0-20,Night,fortnight 2,Sep,Low
Cold,Low,Normal,S,Slow,01,0-20,0-20,Night,fortnight 2,Sep,Low
Cold,Low,Normal,S,Normal,01,0-20,0-20,Night,fortnight 2,Sep,Low
Cold,Low,Normal,S,Normal,01,0-20,0-20,Night,fortnight 2,Sep,Low
Cold,Low,Normal,S,Normal,01,0-20,0-20,Night,fortnight 2,Sep,Low
Cold,Low,Normal,S,Normal,01,0-20,0-20,Night,fortnight 2,Sep,Low
Cold,Low,Normal,S,Slow,00,0-20,0-20,Night,fortnight 2,Sep,Low
Cold,Low,Normal,S,Normal,00,0-20,0-20,Night,fortnight 2,Sep,Low
Normal,Low,Normal,S,Normal,00,0-20,0-20,Night,fortnight 2,Sep,Low
Normal,Low,Normal,S,Normal,00,0-20,0-20,Night,fortnight 2,Sep,Low
Normal,Low,Normal,S,Normal,00,0-20,0-20,Night,fortnight 2,Sep,Low
Normal,Low,Normal,S,Normal,00,0-20,0-20,Night,fortnight 2,Sep,Low
Normal,Low,Normal,S,Normal,00,0-20,0-20,Night,fortnight 2,Sep,Low
Normal,Low,Normal,S,Slow,00,0-20,0-20,Night,fortnight 2,Sep,Low
Normal,Low,Normal,S,Normal,00,0-20,0-20,Night,fortnight 2,Sep,Low
Normal,Low,Normal,S,Normal,00,0-20,0-20,Night,fortnight 2,Sep,Low
Normal,Low,Normal,S,Slow,23,0-20,0-20,Night,fortnight 2,Sep,Low
Normal,Low,Normal,S,Slow,23,0-20,0-20,Night,fortnight 2,Sep,Low
Normal,Low,Normal,S,Slow,23,0-20,0-20,Night,fortnight 2,Sep,Low
Normal,Low,Normal,S,Slow,23,0-20,0-20,Night,fortnight 2,Sep,Low
Normal,Low,Normal,S,Slow,23,0-20,0-20,Night,fortnight 2,Sep,Low
Normal,Low,Normal,S,Slow,23,0-20,0-20,Night,fortnight 2,Sep,Low
Normal,Low,Normal,S,Slow,23,0-20,0-20,Night,fortnight 2,Sep,Low
Normal,Low,Normal,S,Slow,23,0-20,0-20,Night,fortnight 2,Sep,Low
Normal,Low,Normal,S,Slow,23,0-20,0-20,Night,fortnight 2,Sep,Low
Normal,Low,Normal,S,Slow,23,0-20,0-20,Night,fortnight 2,Sep,Low
Normal,Low,Normal,S,Slow,23,0-20,0-20,Night,fortnight 2,Sep,Low
Normal,Low,Normal,S,Slow,22,0-20,0-20,Night,fortnight 2,Sep,Low
Normal,Low,Normal,S,Normal,22,0-20,0-20,Night,fortnight 2,Sep,Low
Normal,Low,Normal,S,Slow,22,0-20,0-20,Night,fortnight 2,Sep,Low
Normal,Low,Normal,S,Normal,22,0-20,0-20,Night,fortnight 2,Sep,Low
Normal,Low,Normal,S,Normal,22,0-20,0-20,Night,fortnight 2,Sep,Low
Normal,Low,High,S,Normal,22,0-20,0-20,Night,fortnight 2,Sep,Low
Normal,Low,High,S,Normal,22,0-20,0-20,Night,fortnight 2,Sep,Low
Normal,Low,High,S,Normal,22,0-20,0-20,Night,fortnight 2,Sep,Low
Normal,Low,High,S,Normal,22,0-20,0-20,Night,fortnight 2,Sep,Low
Normal,Low,High,S,Normal,22,0-20,0-20,Night,fortnight 2,Sep,Low
Normal,Low,High,S,Slow,22,0-20,0-20,Night,fortnight 2,Sep,Low
Normal,Low,High,S,Slow,22,0-20,0-20,Night,fortnight 2,Sep,Low
Normal,Low,High,S,Normal,21,0-20,0-20,Night,fortnight 2,Sep,Low
Normal,Low,High,S,Slow,21,0-20,0-20,Night,fortnight 2,Sep,Low
Normal,Low,High,S,Normal,21,0-20,0-20,Night,fortnight 2,Sep,Low
Normal,Low,High,S,Slow,21,0-20,0-20,Night,fortnight 2,Sep,Low
Normal,Low,High,S,Normal,21,0-20,0-20,Night,fortnight 2,Sep,Low
Normal,Low,High,S,Normal,21,0-20,0-20,Night,fortnight 2,Sep,Low
Normal,Low,High,S,Normal,21,0-20,0-20,Night,fortnight 2,Sep,Low
Normal,Low,High,S,Normal,21,0-20,0-20,Night,fortnight 2,Sep,Low
Normal,Low,High,S,Slow,21,0-20,0-20,Night,fortnight 2,Sep,Low
Normal,Low,High,S,Slow,21,0-20,0-20,Night,fortnight 2,Sep,Low
Normal,Low,High,S,Slow,21,0-20,0-20,Night,fortnight 2,Sep,Low
Normal,Low,High,S,Slow,21,0-20,0-20,Night,fortnight 2,Sep,Low
Normal,Low,High,S,Slow,20,0-20,0-20,Afternoon,fortnight 2,Sep,Low
Normal,Low,High,S,Slow,20,0-20,0-20,Afternoon,fortnight 2,Sep,Low
Normal,Low,High,S,Slow,20,0-20,0-20,Afternoon,fortnight 2,Sep,Low
Normal,Low,High,S,Slow,20,0-20,0-20,Afternoon,fortnight 2,Sep,Low
Normal,Low,High,S,Slow,20,0-20,0-20,Afternoon,fortnight 2,Sep,Low
Normal,Low,High,S,Slow,20,0-20,0-20,Afternoon,fortnight 2,Sep,Low
Normal,Low,High,S,Slow,20,0-20,0-20,Afternoon,fortnight 2,Sep,Low
Normal,Low,High,S,Slow,20,0-20,0-20,Afternoon,fortnight 2,Sep,Low
Normal,Low,High,S,Slow,20,0-20,0-20,Afternoon,fortnight 2,Sep,Low
Normal,Low,High,S,Slow,20,0-20,0-20,Afternoon,fortnight 2,Sep,Low
Normal,Low,High,S,Slow,20,0-20,0-20,Afternoon,fortnight 2,Sep,Low
Normal,Low,High,S,Slow,20,0-20,0-20,Afternoon,fortnight 2,Sep,Low
Normal,Low,High,S,Slow,19,0-20,0-20,Afternoon,fortnight 2,Sep,Low
Normal,Low,High,S,Slow,19,0-20,0-20,Afternoon,fortnight 2,Sep,Low
Normal,Low,High,S,Slow,19,0-20,0-20,Afternoon,fortnight 2,Sep,Low
Normal,Low,High,S,Slow,19,0-20,0-20,Afternoon,fortnight 2,Sep,Low
Normal,Low,High,S,Slow,19,0-20,0-20,Afternoon,fortnight 2,Sep,Low
Normal,Low,High,S,Slow,19,0-20,0-20,Afternoon,fortnight 2,Sep,Low
Normal,Low,High,S,Slow,19,0-20,0-20,Afternoon,fortnight 2,Sep,Low
Normal,Low,High,S,Slow,19,0-20,0-20,Afternoon,fortnight 2,Sep,Low
Normal,Low,High,S,Slow,19,0-20,0-20,Afternoon,fortnight 2,Sep,Low
Normal,Low,High,S,Slow,19,0-20,0-20,Afternoon,fortnight 2,Sep,Low
Normal,Low,High,S,Slow,19,0-20,0-20,Afternoon,fortnight 2,Sep,Low
Normal,Low,High,S,Slow,19,0-20,0-20,Afternoon,fortnight 2,Sep,Low
Normal,Low,High,S,Slow,18,0-20,0-20,Afternoon,fortnight 2,Sep,Low
Normal,Low,High,N,Slow,18,0-20,0-20,Afternoon,fortnight 2,Sep,Low
Normal,Low,High,N,Slow,18,0-20,0-20,Afternoon,fortnight 2,Sep,Low
